Date,Time,Start Time (ISO),Matchup,game_id,market,market_class,side,lookup_side,sim_prob,fair_odds,market_prob,market_fv,consensus_prob,pricing_method,books_used,model_edge,market_odds,ev_percent,blended_prob,blended_fv,hours_to_game,stake,cumulative_stake,entry_type,segment,segment_label,best_book,date_simulated,result
2025-06-11,8:40 PM,2025-06-11T20:41:00-04:00,SF @ COL,2025-06-11-SF@COL-T2040,totals,mainline,Under 10.5,Under 10.5,0.6698,-202.85,0.5025,,0.50253,devig,"betonlineag, draftkings, mybookieag",0.1673,-107,6.93,0.5527,-123.57,,1.85,,first,full_game,mainline,lowvig,2025-06-10 17:19,Loss
2025-06-11,8:40 PM,2025-06-11T20:41:00-04:00,SF @ COL,2025-06-11-SF@COL-T2040,spreads_1st_5_innings,mainline,COL +1.5,COL +1.5,0.7615,-319.29,0.5152,,0.515184,devig,mybookieag,0.2463,-117,16.11,0.626,-167.4,,4.71,,first,derivative,derivative,mybookieag,2025-06-10 17:29,Loss
2025-06-12,1:10 PM,2025-06-12T13:11:00-04:00,TEX @ MIN,2025-06-12-TEX@MIN-T1310,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5536,-124.01,0.5297,,0.529676,devig,fanduel,0.0239,100,8.09,0.5404,-117.6,,2.02,,first,derivative,derivative,ballybet,2025-06-12 12:16,Loss
2025-06-11,8:40 PM,2025-06-11T20:41:00-04:00,SF @ COL,2025-06-11-SF@COL-T2040,totals_1st_5_innings,alternate,Under 4.5,Under 4.5,0.5306,-113.04,0.3942,,0.394159,devig,"fanduel, draftkings",0.1364,154,15.71,0.4556,119.51,,1.28,,first,derivative,derivative,draftkings,2025-06-10 21:59,Loss
2025-06-11,8:40 PM,2025-06-11T20:41:00-04:00,SF @ COL,2025-06-11-SF@COL-T2040,h2h,mainline,COL,COL,0.4386,128,0.3466,,0.346642,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.092,194,10.02,0.3742,167.22,,1.29,,first,full_game,mainline,onexbet,2025-06-11 9:27,Loss
2025-06-12,1:10 PM,2025-06-12T13:11:00-04:00,WSH @ NYM,2025-06-12-WSH@NYM-T1310,team_totals,mainline,WSH Over 3.5,WSH Over 3.5,0.6111,-157.14,0.4456,,0.445639,devig,fanduel,0.1655,112,7.63,0.5077,-103.12,,1.7,,first,full_game,team_total,fanduel,2025-06-11 20:13,Loss
2025-06-12,1:10 PM,2025-06-12T13:11:00-04:00,WSH @ NYM,2025-06-12-WSH@NYM-T1310,team_totals,mainline,NYM Under 4.5,NYM Under 4.5,0.5607,-127.63,0.4716,,0.471585,devig,"pinnacle, betonlineag, fanduel, draftkings",0.0891,109,5.55,0.505,-102.02,,1.27,,first,full_game,team_total,betonlineag,2025-06-12 8:38,Win
2025-06-12,1:10 PM,2025-06-12T13:11:00-04:00,WSH @ NYM,2025-06-12-WSH@NYM-T1310,h2h,mainline,WSH,WSH,0.5084,-103.42,0.3414,,0.341355,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.167,195,15.48,0.3915,155.45,,1.99,,first,full_game,mainline,fliff,2025-06-12 12:41,Loss
2025-06-12,3:10 PM,2025-06-12T15:11:00-04:00,SF @ COL,2025-06-12-SF@COL-T1510,totals_1st_5_innings,mainline,Under 5.5,Under 5.5,0.6628,-196.56,0.4877,,0.487685,devig,fanduel,0.1751,110,18.96,0.5665,-130.67,,4.31,,first,derivative,derivative,windcreek,2025-06-11 21:40,Loss
2025-06-12,3:10 PM,2025-06-12T15:11:00-04:00,SF @ COL,2025-06-12-SF@COL-T1510,totals,alternate,Under 10.0,Under 10.0,0.6314,-171.29,0.3966,,0.3966,devig,"pinnacle, draftkings",0.2348,148,15.83,0.467,114.11,,1.34,,first,full_game,alt_line,pinnacle,2025-06-11 21:45,Loss
2025-06-12,3:10 PM,2025-06-12T15:11:00-04:00,SF @ COL,2025-06-12-SF@COL-T1510,spreads,mainline,COL +2.5,COL +2.5,0.6214,-164.13,0.5468,,0.54677,devig,betmgm,0.0746,-115,6.41,0.5692,-132.1,,1.84,,first,full_game,mainline,fliff,2025-06-12 10:04,Win
2025-06-12,3:10 PM,2025-06-12T15:11:00-04:00,SF @ COL,2025-06-12-SF@COL-T1510,totals_1st_1_innings,mainline,Over 0.5,Over 0.5,0.4888,104.58,0.5595,,0.559535,devig,"pinnacle, betonlineag, fanduel, betmgm",-0.0707,115,14.22,0.5312,-113.33,,3.09,,first,derivative,derivative,bovada,2025-06-12 15:14,Loss
2025-06-12,6:35 PM,2025-06-12T18:36:00-04:00,DET @ BAL,2025-06-12-DET@BAL-T1835,totals_1st_5_innings,mainline,Over 4.5,Over 4.5,0.4517,121.39,0.4918,,0.491797,devig,fanduel,-0.0401,125,6.59,0.4738,111.08,,1.32,,first,derivative,derivative,windcreek,2025-06-11 20:23,Loss
2025-06-12,6:35 PM,2025-06-12T18:36:00-04:00,DET @ BAL,2025-06-12-DET@BAL-T1835,spreads_1st_5_innings,mainline,BAL +1.5,BAL +1.5,0.7332,-274.81,0.5608,,0.560844,devig,fanduel,0.1724,-148,6.98,0.6384,-176.55,,2.58,,first,derivative,derivative,fanduel,2025-06-11 20:59,Loss
2025-06-12,6:35 PM,2025-06-12T18:36:00-04:00,DET @ BAL,2025-06-12-DET@BAL-T1835,team_totals,mainline,DET Under 4.5,DET Under 4.5,0.6265,-167.74,0.4919,,0.491904,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1346,102,9.56,0.5424,-118.52,,2.34,,first,full_game,team_total,betrivers,2025-06-12 11:31,Win
2025-06-12,7:40 PM,2025-06-12T19:41:00-04:00,NYY @ KC,2025-06-12-NYY@KC-T1940,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7108,-245.78,0.6007,,0.600685,devig,fanduel,0.1101,-140,11.47,0.6502,-185.91,,2.01,,first,derivative,derivative,fanatics,2025-06-11 20:49,Win
2025-06-12,7:40 PM,2025-06-12T19:41:00-04:00,STL @ MIL,2025-06-12-STL@MIL-T1940,totals_1st_3_innings,mainline,Over 2.5,Over 2.5,0.5407,-117.72,0.4415,,0.44147,devig,fanduel,0.0992,116,5,0.4861,105.71,,1.08,,first,derivative,derivative,betrivers,2025-06-12 9:34,Loss
2025-06-12,8:05 PM,2025-06-12T20:06:00-04:00,PIT @ CHC,2025-06-12-PIT@CHC-T2005,h2h,mainline,PIT,PIT,0.4736,111.15,0.3668,,0.366799,devig,"betonlineag, fanduel, draftkings, williamhill",0.1068,171,8.09,0.3988,150.73,,1.18,,first,full_game,mainline,lowvig,2025-06-11 15:53,Loss
2025-06-12,8:05 PM,2025-06-12T20:06:00-04:00,PIT @ CHC,2025-06-12-PIT@CHC-T2005,team_totals,mainline,PIT Over 3.5,PIT Over 3.5,0.6062,-153.94,0.4285,,0.428475,devig,draftkings,0.1777,120,8.93,0.4951,101.97,,1.86,,first,full_game,team_total,draftkings,2025-06-11 21:45,Loss
2025-06-12,8:10 PM,2025-06-12T20:11:00-04:00,CWS @ HOU,2025-06-12-CWS@HOU-T2010,team_totals,alternate,CWS Over 3.5,CWS Over 3.5,0.5882,-142.84,0.3947,,0.394661,devig,"fanduel, draftkings",0.1935,145,14.47,0.4672,114.02,,1.25,,first,full_game,team_total,draftkings,2025-06-11 19:38,Loss
2025-06-12,8:10 PM,2025-06-12T20:11:00-04:00,CWS @ HOU,2025-06-12-CWS@HOU-T2010,spreads_1st_5_innings,mainline,CWS +1.5,CWS +1.5,0.7514,-302.25,0.5829,,0.582853,devig,"fanduel, betmgm, draftkings",0.1685,-145,9.88,0.6503,-185.94,,3.58,,first,derivative,derivative,windcreek,2025-06-12 19:52,Loss
2025-06-13,7:15 PM,2025-06-13T19:16:00-04:00,COL @ ATL,2025-06-13-COL@ATL-T1915,spreads_1st_5_innings,mainline,COL +1.5,COL +1.5,0.7386,-282.56,0.5112,,0.511178,devig,"fanduel, betmgm",0.2274,-115,9.44,0.5854,-141.19,2.5,1.36,1.36,first,derivative,derivative,fanduel,2025-06-13 16:45,Win
2025-06-13,6:45 PM,2025-06-13T18:46:00-04:00,MIA @ WSH,2025-06-13-MIA@WSH-T1845,spreads_1st_5_innings,mainline,MIA +0.5,MIA +0.5,0.7682,-331.41,0.5898,,0.589849,devig,betonlineag,0.1784,-145,11.72,0.6612,-195.15,2,4.25,4.25,first,derivative,derivative,windcreek,2025-06-13 16:45,Win
2025-06-13,8:10 PM,2025-06-13T20:11:00-04:00,MIN @ HOU,2025-06-13-MIN@HOU-T2010,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5921,-145.16,0.5061,,0.506069,devig,fanduel,0.086,-105,5.52,0.5405,-117.62,3.25,1.45,1.45,first,derivative,derivative,ballybet,2025-06-13 16:55,Loss
2025-06-13,8:10 PM,2025-06-13T20:11:00-04:00,MIN @ HOU,2025-06-13-MIN@HOU-T2010,spreads_1st_5_innings,mainline,HOU +0.5,HOU +0.5,0.7618,-319.82,0.5736,,0.573642,devig,"fanduel, betmgm",0.1882,-145,9.65,0.6489,-184.82,3.25,3.5,3.5,first,derivative,derivative,bovada,2025-06-13 16:55,Win
2025-06-13,7:08 PM,2025-06-13T19:06:00-04:00,LAA @ BAL,2025-06-13-LAA@BAL-T1908,totals,mainline,Under 10.5,Under 10.5,0.6737,-206.47,0.5164,,0.516406,devig,"pinnacle, betonlineag, fanduel, betmgm",0.1573,-110,7.6,0.5636,-129.14,2.13,2.09,2.09,first,full_game,mainline,sport888,2025-06-13 17:00,Win
2025-06-13,7:08 PM,2025-06-13T19:06:00-04:00,LAA @ BAL,2025-06-13-LAA@BAL-T1908,totals_1st_7_innings,mainline,Under 7.5,Under 7.5,0.6004,-150.25,0.454,,0.454016,devig,fanduel,0.1464,110,7.64,0.5126,-105.16,2.13,1.74,1.74,first,derivative,derivative,fanduel,2025-06-13 17:00,Win
2025-06-13,6:45 PM,2025-06-13T18:46:00-04:00,MIA @ WSH,2025-06-13-MIA@WSH-T1845,spreads,mainline,MIA -1.5,MIA -1.5,0.4725,111.64,0.3843,,0.384272,devig,"fanduel, betmgm, draftkings, mybookieag",0.0882,160,6.79,0.4107,143.46,0.21,1.06,1.06,first,full_game,mainline,ballybet,2025-06-13 18:32,Win
2025-06-13,8:05 PM,2025-06-13T20:06:00-04:00,CWS @ TEX,2025-06-13-CWS@TEX-T2005,h2h,mainline,CWS,CWS,0.449,122.72,0.3827,,0.382725,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.0663,165,6.69,0.4026,148.38,1.46,1.01,1.01,first,full_game,mainline,williamhill,2025-06-13 18:37,Loss
2025-06-13,7:10 PM,2025-06-13T19:11:00-04:00,NYY @ BOS,2025-06-13-NYY@BOS-T1910,h2h,mainline,NYY,NYY,0.5459,-120.22,0.4376,,0.437578,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.1083,126,6.23,0.4701,112.74,0.37,1.23,1.23,first,full_game,mainline,matchbook,2025-06-13 18:47,Loss
2025-06-13,9:40 PM,2025-06-13T21:41:00-04:00,SD @ ARI,2025-06-13-SD@ARI-T2140,totals_1st_5_innings,mainline,Under 5.5,Under 5.5,0.7119,-247.1,0.5396,,0.539577,devig,fanduel,0.1723,-135,5.92,0.6085,-155.43,2.87,2,2,first,derivative,derivative,fanduel,2025-06-13 18:47,Loss
2025-06-13,10:10 PM,2025-06-13T22:11:00-04:00,CLE @ SEA,2025-06-13-CLE@SEA-T2210,totals,mainline,Over 7.5,Over 7.5,0.607,-154.45,0.4915,,0.491543,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings",0.1155,105,7.87,0.5262,-111.05,3.29,1.87,1.87,first,full_game,mainline,sport888,2025-06-13 18:52,Win
2025-06-14,1:05 PM,2025-06-14T13:05:00-04:00,MIA @ WSH,2025-06-14-MIA@WSH-T1305,spreads_1st_5_innings,mainline,MIA +0.5,MIA +0.5,0.7435,-289.86,0.5275,,0.527529,devig,"betonlineag, fanduel",0.216,-120,12.55,0.6139,-159.01,3.74,3.77,3.77,first,derivative,derivative,fanduel,2025-06-14 9:20,Win
2025-06-14,1:05 PM,2025-06-14T13:05:00-04:00,MIA @ WSH,2025-06-14-MIA@WSH-T1305,h2h,mainline,MIA,MIA,0.5646,-129.67,0.458,,0.457968,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.1066,120,7.73,0.4897,104.21,3.4,1.57,1.57,first,full_game,mainline,williamhill,2025-06-14 9:41,Win
2025-06-14,4:10 PM,2025-06-14T16:11:00-04:00,OAK @ KC,2025-06-14-OAK@KC-T1610,spreads_1st_5_innings,mainline,OAK +0.5,OAK +0.5,0.7366,-279.65,0.5141,,0.514086,devig,"betonlineag, fanduel, betmgm",0.2225,-115,12.75,0.6031,-151.95,5.46,3.67,3.67,first,derivative,derivative,windcreek,2025-06-14 10:42,Win
2025-06-14,4:05 PM,2025-06-14T16:06:00-04:00,TOR @ PHI,2025-06-14-TOR@PHI-T1605,h2h,mainline,TOR,TOR,0.5081,-103.29,0.4101,,0.410081,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.098,145,7.67,0.4395,127.54,1.34,1.32,1.32,first,full_game,mainline,fliff,2025-06-14 14:44,Loss
2025-06-14,7:15 PM,2025-06-14T19:16:00-04:00,SD @ ARI,2025-06-14-SD@ARI-T1915,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5443,-119.44,0.4452,,0.445168,devig,fanduel,0.0991,123,8.12,0.4848,106.26,3.5,1.65,1.65,first,derivative,derivative,ballybet,2025-06-14 15:45,Win
2025-06-14,7:15 PM,2025-06-14T19:16:00-04:00,SD @ ARI,2025-06-14-SD@ARI-T1915,spreads_1st_3_innings,mainline,SD +0.5,SD +0.5,0.7773,-349.03,0.515,,0.514975,devig,fanduel,0.2623,-118,11.37,0.6028,-151.76,2.47,1.86,1.86,first,derivative,derivative,fanduel,2025-06-14 16:47,win
2025-06-14,7:15 PM,2025-06-14T19:16:00-04:00,SD @ ARI,2025-06-14-SD@ARI-T1915,spreads_1st_3_innings,mainline,SD +0.5,SD +0.5,0.7773,-349.03,0.5363,,0.536284,devig,fanduel,0.241,-128,12.69,0.6327,-172.25,2.4,2.2,4.06,Top-up,derivative,derivative,fanduel,2025-06-14 16:50,win
2025-06-15,12:05 PM,2025-06-15T12:06:00-04:00,CIN @ DET,2025-06-15-CIN@DET-T1205,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7193,-256.25,0.5729,,0.572886,devig,"""pinnacle, fanduel, betmgm, draftkings""",0.1464,-135,9.92,0.6315,-171.33,0.16,1.67,1.67,first,derivative,derivative,pinnacle,2025-06-15 11:55,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,COL @ ATL,2025-06-15-COL@ATL-T1335,spreads_1st_7_innings,alternate,COL +1.5,COL +1.5,0.7366,-279.65,0.4083,,0.408262,devig,"betmgm, draftkings",0.3283,130,22.22,0.5314,-113.39,5.29,1.75,1.75,first,derivative,derivative,draftkings,2025-06-15 8:17,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,TOR @ PHI,2025-06-15-TOR@PHI-T1335,h2h,mainline,TOR,TOR,0.4904,103.92,0.3907,,0.390651,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.0997,160,9.35,0.4206,137.77,4.61,1.46,1.46,first,full_game,mainline,williamhill,2025-06-15 8:58,Loss
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,NYY @ BOS,2025-06-15-NYY@BOS-T1335,spreads_1st_7_innings,mainline,BOS +1.5,BOS +1.5,0.7124,-247.71,0.5339,,0.533857,devig,fanduel,0.1785,-128,7.81,0.6053,-153.34,4.52,2.5,2.5,first,derivative,derivative,fanduel,2025-06-15 9:03,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,MIA @ WSH,2025-06-15-MIA@WSH-T1335,spreads_1st_7_innings,alternate,MIA +0.5,MIA +0.5,0.7297,-269.96,0.4524,,0.452423,devig,"betmgm, draftkings",0.2773,110,18.3,0.5633,-129.01,4.44,2.08,2.08,first,derivative,derivative,fanatics,2025-06-15 9:08,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,TOR @ PHI,2025-06-15-TOR@PHI-T1335,totals,mainline,Over 7.5,Over 7.5,0.6057,-153.61,0.4954,,0.49542,devig,pinnacle,0.1103,105,7.31,0.5235,-109.85,4.44,1.01,1.01,first,full_game,mainline,onexbet,2025-06-15 9:08,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,MIA @ WSH,2025-06-15-MIA@WSH-T1335,h2h,mainline,MIA,MIA,0.5682,-131.59,0.3888,,0.388812,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.1794,160,15.08,0.4426,125.92,4.35,2.36,2.36,first,full_game,mainline,betrivers,2025-06-15 9:13,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,LAA @ BAL,2025-06-15-LAA@BAL-T1335,spreads_1st_7_innings,alternate,BAL +0.5,BAL +0.5,0.7263,-265.36,0.5581,,0.558059,devig,"""betmgm, draftkings""",0.1682,-140,6.81,0.623,-165.28,1.66,1.07,1.07,first,derivative,derivative,betmgm,2025-06-15 11:55,Win
2025-06-15,1:35 PM,2025-06-15T13:36:00-04:00,MIA @ WSH,2025-06-15-MIA@WSH-T1335,spreads_1st_5_innings,alternate,MIA -0.5,MIA -0.5,0.4784,109.03,0.3262,,0.326208,devig,"""pinnacle, fanduel, betmgm, draftkings""",0.1522,200,16.13,0.3871,158.34,0.29,1.01,1.01,first,derivative,derivative,fanduel,2025-06-15 13:17,Win
2025-06-15,1:40 PM,2025-06-15T13:41:00-04:00,TB @ NYM,2025-06-15-TB@NYM-T1340,totals,mainline,Over 7.5,Over 7.5,0.6147,-159.54,0.5193,,0.519338,devig,pinnacle,0.0954,-106,6.49,0.5479,-121.21,0.46,1.72,1.72,first,full_game,mainline,matchbook,2025-06-15 13:12,Win
2025-06-15,2:10 PM,2025-06-15T14:11:00-04:00,OAK @ KC,2025-06-15-OAK@KC-T1410,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5794,-137.76,0.4822,,0.482219,devig,fanduel,0.0972,112,10.47,0.5211,-108.81,5.7,2.34,2.34,first,derivative,derivative,betrivers,2025-06-15 8:27,Win
2025-06-15,2:35 PM,2025-06-15T14:36:00-04:00,CWS @ TEX,2025-06-15-CWS@TEX-T1435,spreads_1st_7_innings,alternate,CWS +1.5,CWS +1.5,0.7285,-268.32,0.5627,,0.562654,devig,"betmgm, draftkings",0.1658,-145,6.28,0.629,-169.54,3.52,1.14,1.14,first,derivative,derivative,draftkings,2025-06-15 11:03,Win
2025-06-15,4:10 PM,2025-06-15T16:11:00-04:00,CLE @ SEA,2025-06-15-CLE@SEA-T1610,h2h,mainline,CLE,CLE,0.5605,-127.53,0.4705,,0.470516,devig,"""pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill""",0.09,114,6.31,0.4968,101.3,0.3,1.27,1.27,first,full_game,mainline,everygame,2025-06-15 15:51,Loss
2025-06-16,7:35 PM,2025-06-16T19:36:00-04:00,BAL @ TB,2025-06-16-BAL@TB-T1935,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.571,-133.1,0.5061,,0.506069,devig,fanduel,0.0649,102,7.71,0.5332,-114.23,10.33,1.89,1.89,first,derivative,derivative,ballybet,2025-06-16 9:15,Loss
2025-06-15,7:10 PM,2025-06-15T19:11:00-04:00,SF @ LAD,2025-06-15-SF@LAD-T1910,h2h,mainline,SF,SF,0.4969,101.25,0.3818,,0.381834,devig,"""pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill""",0.1151,162,8.48,0.414,141.52,3.55,1.05,1.05,first,full_game,mainline,pinnacle,2025-06-15 15:36,Loss
2025-06-17,9:40 PM,2025-06-17T21:41:00-04:00,BOS @ SEA,2025-06-17-BOS@SEA-T2140,totals,mainline,Over 7.5,Over 7.5,0.6078,-154.97,0.4957,,0.495668,devig,"""betonlineag, fanduel""",0.1121,-106,5.42,0.5425,-118.57,30.91,1.44,1.44,first,full_game,mainline,fanduel,2025-06-16 14:45,
2025-06-16,6:45 PM,2025-06-16T18:46:00-04:00,COL @ WSH,2025-06-16-COL@WSH-T1845,spreads_1st_5_innings,alternate,COL +1.5,COL +1.5,0.825,-471.43,0.5806,,0.580645,devig,betmgm,0.2444,-140,22.04,0.7119,-247.11,23.23,3.86,3.86,first,derivative,derivative,hardrockbet,2025-06-15 19:30,Win
2025-06-16,6:45 PM,2025-06-16T18:46:00-04:00,COL @ WSH,2025-06-16-COL@WSH-T1845,spreads_1st_3_innings,mainline,COL +0.5,COL +0.5,0.7857,-366.64,0.5363,,0.536284,devig,fanduel,0.2494,-128,12.39,0.631,-170.98,2.44,3.38,3.38,first,derivative,derivative,fanduel,2025-06-16 16:18,Win
2025-06-17,7:05 PM,2025-06-17T19:06:00-04:00,LAA @ NYY,2025-06-17-LAA@NYY-T1905,h2h,mainline,LAA,LAA,0.4283,133.48,0.3278,,0.327782,devig,"""betonlineag, fanduel""",0.1005,198,10.21,0.3698,170.39,28.41,1.29,1.29,first,full_game,mainline,fanduel,2025-06-16 14:40,
2025-06-16,6:40 PM,2025-06-16T18:41:00-04:00,PHI @ MIA,2025-06-16-PHI@MIA-T1840,spreads_1st_5_innings,mainline,PHI +0.5,PHI +0.5,0.7569,-311.35,0.5706,,0.570603,devig,"""betonlineag, fanduel, betmgm""",0.1863,-145,9.01,0.6451,-181.79,7.89,3.26,3.26,first,derivative,derivative,betonlineag,2025-06-16 10:46,Win
2025-06-16,6:40 PM,2025-06-16T18:41:00-04:00,PHI @ MIA,2025-06-16-PHI@MIA-T1840,spreads_1st_5_innings,mainline,PHI -0.5,PHI -0.5,0.5,100,0.4367,,0.436681,devig,mybookieag,0.0633,135,8.57,0.462,116.45,6.88,1.59,1.59,first,derivative,derivative,betus,2025-06-16 11:47,Win
